Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Original Question Type
Questions,Normal Game,Are you more into comfort or style?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What’s your favorite piece of jewelry?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Would you rather never wear jeans again or never wear sneakers again?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What color do you think suits you best?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,How would you describe your personal style in three words?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What’s the most expensive fashion item you own?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Do you prefer vintage or modern fashion?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What fashion trend do you think should come back?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Have you ever thrifted a great find?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What’s your favorite season to dress for?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,"If you had to wear one outfit for the rest of your life, what would it be?",Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Do you plan your outfits or decide last minute?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Which era’s fashion do you love the most?,Fashion & Style,Text Answer,,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,What’s an item of clothing you can’t live without?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Do you have a signature accessory?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What’s the boldest fashion choice you’ve ever made?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,"If you could borrow clothes from any celebrity’s closet, who would it be?",Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What’s your all-time favorite movie?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Which TV show do you think is overrated?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What film always makes you cry?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Which actor or actress do you admire the most?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Do you prefer watching movies at home or in the cinema?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What show did you binge-watch embarrassingly fast?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,"If you could live in any TV universe, which would it be?",Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What’s your favorite animated movie?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Which film have you watched the most times?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What genre do you usually gravitate toward?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Which movie quote do you use in daily life?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What’s the best TV series finale you’ve seen?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Which film soundtrack is your favorite?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Who is your favorite villain in a movie or TV show?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What show would you recommend to everyone?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What movie twist shocked you the most?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Which TV character do you relate to?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Have you ever walked out of a film at the cinema?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Which book-to-film adaptation do you love?,Films & TV,Text Answer,,,TRUE,3,romantic,romance,"entertainment, memories, fun, lifestyle, romantic, future",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,What’s one movie you think everyone should watch once?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What’s your ultimate comfort food?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,Are you a savory or sweet person?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What meal could you eat every day and never get bored?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,What’s a food you can’t stand?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,What’s your favorite cuisine?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,How do you like your steak cooked?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What’s your go-to coffee or tea order?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What’s your favorite cocktail or mocktail?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,Do you prefer cooking at home or eating out?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,"If you could only eat one dessert for the rest of your life, what would it be?",Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"fun, food, random, hypothetical, lifestyle, drink",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,What food reminds you of home?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,What’s your favorite midnight snack?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,What’s a food you’ve never tried but want to?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,What’s the best meal you’ve ever had on holiday?,Food & Drink,Text Answer,,,TRUE,2,playful,future,"food, lifestyle, drink, future, travel",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,What’s your signature dish when you cook?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,How spicy do you like your food?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,Do you believe pineapple belongs on pizza?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What’s a drink you avoid at all costs?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,What’s your favorite cheese?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What food would you serve on date night?,Food & Drink,Text Answer,,,TRUE,3,romantic,romance,"memories, food, lifestyle, romantic, drink, future",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,Where do you see yourself living in 10 years?,Future / Goals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is one career goal you still want to achieve?,Future / Goals,Text Answer,,,TRUE,3,emotional,future,"emotional, deep, future, fun",,,,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,Do you have a bucket list? What’s at the top?,Future / Goals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Would you rather have a successful career or endless free time?,Future / Goals,Text Answer,,,TRUE,2,playful,future,"fun, random, future, hypothetical",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,What new skill do you want to learn in the next year?,Future / Goals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Do you want to retire early or work as long as you can?,Future / Goals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What’s the biggest dream you had as a child that you still hold?,Future / Goals,Text Answer,,,TRUE,3,emotional,memories,"memories, emotional, deep, childhood, future",,,,"date-night, normal",deep-connection,memories,
Questions,Normal Game,"How many children, if any, do you want?",Future / Goals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,"If you could study anything, what would you choose?",Future / Goals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Do you have a five-year plan? What’s one thing on it?,Future / Goals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Would you rather travel the world now or settle down first?,Future / Goals,Text Answer,,,TRUE,2,playful,future,"fun, random, hypothetical, lifestyle, future, travel",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,What’s one personal habit you want to adopt?,Future / Goals,Text Answer,,,TRUE,3,playful,habits,"personality, habits, fun, lifestyle",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,Do you plan on starting your own business one day?,Future / Goals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What’s one fear you want to conquer in the future?,Future / Goals,Text Answer,,,TRUE,3,emotional,future,"emotional, deep, future, fun",,,emotional-risk,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,Would you rather have a big wedding or elope?,Future / Goals,Text Answer,,,TRUE,3,romantic,romance,"memories, fun, random, hypothetical, romantic, future",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,What’s the first country you’d like to visit after retirement?,Future / Goals,Text Answer,,,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,What’s your dream house like?,Future / Goals,Text Answer,,,TRUE,3,emotional,future,"emotional, deep, future, fun",,,,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,Do you plan to learn another language?,Future / Goals,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
