Sheet Name,Source Row,Kept Row,Question,Question Type,Category,Options,Removal Reason
This or That,301,91,Tidy desk or messy desk?,Preference,Habits,Tidy desk | messy desk,Exact duplicate question text in the same sheet.
This or That,302,92,Coffee first or tea first?,Preference,Habits,Coffee first | tea first,Exact duplicate question text in the same sheet.
This or That,303,93,Morning person or night person?,Preference,Habits,Morning person | night person,Exact duplicate question text in the same sheet.
This or That,304,94,Planning ahead or last minute?,Preference,Habits,Planning ahead | last minute,Exact duplicate question text in the same sheet.
This or That,305,95,Fresh flowers or scented candles?,Preference,Habits,Fresh flowers | scented candles,Exact duplicate question text in the same sheet.
This or That,306,96,Meal prep or spontaneous cooking?,Preference,Habits,Meal prep | spontaneous cooking,Exact duplicate question text in the same sheet.
This or That,307,97,Rich and lonely or poor and loved?,Preference,Random / Wildcard,Rich and lonely | poor and loved,Exact duplicate question text in the same sheet.
This or That,308,98,Gift of flight or gift of invisibility?,Preference,Random / Wildcard,Gift of flight | gift of invisibility,Exact duplicate question text in the same sheet.
This or That,309,99,Time travel to past or future?,Preference,Random / Wildcard,Time travel to past | future,Exact duplicate question text in the same sheet.
This or That,310,100,Win the lottery or find true love?,Preference,Random / Wildcard,Win the lottery | find true love,Exact duplicate question text in the same sheet.
This or That,311,101,Live by the ocean or live in the forest?,Preference,Random / Wildcard,Live by the ocean | live in the forest,Exact duplicate question text in the same sheet.
This or That,312,102,Be able to read minds or talk to animals?,Preference,Random / Wildcard,able to read minds | talk to animals,Exact duplicate question text in the same sheet.
This or That,313,103,Infinite knowledge or infinite wealth?,Preference,Random / Wildcard,Infinite knowledge | infinite wealth,Exact duplicate question text in the same sheet.
This or That,314,104,Always hot or always cold?,Preference,Random / Wildcard,Always hot | always cold,Exact duplicate question text in the same sheet.
This or That,315,105,See the future or change the past?,Preference,Random / Wildcard,See the future | change the past,Exact duplicate question text in the same sheet.
This or That,316,106,Have a pause button or rewind button?,Preference,Random / Wildcard,a pause button | rewind button,Exact duplicate question text in the same sheet.
This or That,317,2,Dominant or submissive?,Preference,Sexual,Dominant | submissive,Exact duplicate question text in the same sheet.
This or That,318,3,Candlelit dinner or breakfast in bed?,Preference,Sexual,Candlelit dinner | breakfast in bed,Exact duplicate question text in the same sheet.
This or That,319,4,Slow sensual kiss or playful peck?,Preference,Sexual,Slow sensual kiss | playful peck,Exact duplicate question text in the same sheet.
This or That,320,5,Dirty talk or romantic whispers?,Preference,Sexual,Dirty talk | romantic whispers,Exact duplicate question text in the same sheet.
This or That,321,6,Tease or be teased?,Preference,Sexual,Tease | teased,Exact duplicate question text in the same sheet.
This or That,322,7,Public flirt or private affection?,Preference,Sexual,Public flirt | private affection,Exact duplicate question text in the same sheet.
This or That,323,8,Morning intimacy or late-night passion?,Preference,Sexual,Morning intimacy | late-night passion,Exact duplicate question text in the same sheet.
This or That,324,9,Whisper in your ear or bite your lip?,Preference,Sexual,Whisper in your ear | bite your lip,Exact duplicate question text in the same sheet.
This or That,325,10,Quick make-out or long make-out session?,Preference,Sexual,Quick make-out | long make-out session,Exact duplicate question text in the same sheet.
This or That,326,11,Massage or cuddle session?,Preference,Sexual,Massage | cuddle session,Exact duplicate question text in the same sheet.
This or That,327,12,Lingerie or cosy pyjamas?,Preference,Sexual,Lingerie | cosy pyjamas,Exact duplicate question text in the same sheet.
This or That,328,13,Blindfold or ice cubes?,Preference,Sexual,Blindfold | ice cubes,Exact duplicate question text in the same sheet.
This or That,329,14,Handcuffs or silk tie?,Preference,Sexual,Handcuffs | silk tie,Exact duplicate question text in the same sheet.
This or That,330,15,Chocolate sauce or whipped cream?,Preference,Sexual,Chocolate sauce | whipped cream,Exact duplicate question text in the same sheet.
This or That,331,16,Roleplay or costumes?,Preference,Sexual,Roleplay | costumes,Exact duplicate question text in the same sheet.
This or That,332,17,Sweet compliments or naughty compliments?,Preference,Sexual,Sweet compliments | naughty compliments,Exact duplicate question text in the same sheet.
This or That,333,18,Shower fun or bath together?,Preference,Sexual,Shower fun | bath together,Exact duplicate question text in the same sheet.
This or That,334,19,Sunrise cuddle or sunset kiss?,Preference,Sexual,Sunrise cuddle | sunset kiss,Exact duplicate question text in the same sheet.
This or That,335,20,Soft moans or loud moans?,Preference,Sexual,Soft moans | loud moans,Exact duplicate question text in the same sheet.
This or That,336,21,Being in control or letting go?,Preference,Sexual,Being in control | letting go,Exact duplicate question text in the same sheet.
This or That,337,22,Foreplay or afterplay?,Preference,Sexual,Foreplay | afterplay,Exact duplicate question text in the same sheet.
This or That,338,23,Secret fantasies or shared fantasies?,Preference,Sexual,Secret fantasies | shared fantasies,Exact duplicate question text in the same sheet.
This or That,339,24,Sensual massage oil or candles?,Preference,Sexual,Sensual massage oil | candles,Exact duplicate question text in the same sheet.
This or That,340,25,Flirting in public or whispering in private?,Preference,Sexual,Flirting in public | whispering in private,Exact duplicate question text in the same sheet.
This or That,341,26,Slow undressing or ripped clothes?,Preference,Sexual,Slow undressing | ripped clothes,Exact duplicate question text in the same sheet.
This or That,342,27,Sunset picnic or stargazing?,Preference,Romance,Sunset picnic | stargazing,Exact duplicate question text in the same sheet.
This or That,343,28,Love note or love song?,Preference,Romance,Love note | love song,Exact duplicate question text in the same sheet.
This or That,344,29,Surprise getaway or surprise gift?,Preference,Romance,Surprise getaway | surprise gift,Exact duplicate question text in the same sheet.
This or That,345,30,Holding hands or hugging tight?,Preference,Romance,Holding hands | hugging tight,Exact duplicate question text in the same sheet.
This or That,346,31,Dancing under the stars or cuddling on the couch?,Preference,Romance,Dancing under the stars | cuddling on the couch,Exact duplicate question text in the same sheet.
This or That,347,32,Saying i love you or showing it?,Preference,Romance,Saying i love you | showing it,Exact duplicate question text in the same sheet.
This or That,348,33,Long walk on the beach or cosy movie night?,Preference,Romance,Long walk on the beach | cosy movie night,Exact duplicate question text in the same sheet.
This or That,349,34,Candlelit dinner or spontaneous road trip?,Preference,Romance,Candlelit dinner | spontaneous road trip,Exact duplicate question text in the same sheet.
This or That,350,35,Couple’s spa day or cooking together?,Preference,Romance,Couple’s spa day | cooking together,Exact duplicate question text in the same sheet.
This or That,351,36,Slow dance or playful karaoke?,Preference,Romance,Slow dance | playful karaoke,Exact duplicate question text in the same sheet.
This or That,352,37,Beach or city break?,Preference,Travel,Beach | city break,Exact duplicate question text in the same sheet.
This or That,353,38,Mountains or desert?,Preference,Travel,Mountains | desert,Exact duplicate question text in the same sheet.
This or That,354,39,Cultural tour or adventure holiday?,Preference,Travel,Cultural tour | adventure holiday,Exact duplicate question text in the same sheet.
This or That,355,40,Road trip or cruise?,Preference,Travel,Road trip | cruise,Exact duplicate question text in the same sheet.
This or That,356,41,Tropical island or snowy cabin?,Preference,Travel,Tropical island | snowy cabin,Exact duplicate question text in the same sheet.
This or That,357,42,Backpacking or luxury resort?,Preference,Travel,Backpacking | luxury resort,Exact duplicate question text in the same sheet.
This or That,358,43,Sunrise hike or sunset boat ride?,Preference,Travel,Sunrise hike | sunset boat ride,Exact duplicate question text in the same sheet.
This or That,359,44,Ancient ruins or modern skyline?,Preference,Travel,Ancient ruins | modern skyline,Exact duplicate question text in the same sheet.
This or That,360,45,Spa retreat or ski trip?,Preference,Travel,Spa retreat | ski trip,Exact duplicate question text in the same sheet.
This or That,361,46,Camping under the stars or glamping?,Preference,Travel,Camping under the stars | glamping,Exact duplicate question text in the same sheet.
This or That,362,47,Sweet dessert or savoury snack?,Preference,Food & Drink,Sweet dessert | savoury snack,Exact duplicate question text in the same sheet.
This or That,363,48,Wine or cocktail?,Preference,Food & Drink,Wine | cocktail,Exact duplicate question text in the same sheet.
This or That,364,49,Home-cooked meal or fancy restaurant?,Preference,Food & Drink,Home-cooked meal | fancy restaurant,Exact duplicate question text in the same sheet.
This or That,365,50,Coffee date or brunch date?,Preference,Food & Drink,Coffee date | brunch date,Exact duplicate question text in the same sheet.
This or That,366,51,Chocolate or vanilla?,Preference,Food & Drink,Chocolate | vanilla,Exact duplicate question text in the same sheet.
This or That,367,52,Pizza night or sushi night?,Preference,Food & Drink,Pizza night | sushi night,Exact duplicate question text in the same sheet.
