Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Default Answer Type,Answer Type,Unit Label,Scoring Divisor,Rounding Mode,Round Penalty Value,Fixed Penalty,Scoring Mode,Scoring Outcome Type,Source Label,Added By,Original Sheet,Original Question Type
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that you would only tell someone you really trust?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-9,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that was slightly naughty but still sweet?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-10,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that deserves to be remembered properly?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-11,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that made you feel chosen?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-12,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that made you grow up a bit?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-13,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that you wish you had a photo of?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-14,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it from before you met?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-0,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it from the early days of Jay and Kim?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-1,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that you have never fully explained?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-2,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that would make the other person understand you better?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-3,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that feels funnier now than it did then?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-4,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that still feels a bit tender?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-5,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that you would put in a private diary chapter?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-6,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"True or false: you still replay one embarrassing memory even though nobody else remembers it that involved a place, song, food, or smell?",Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-7,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that changed how you see yourself?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-8,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that you would only tell someone you really trust?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-9,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that was slightly naughty but still sweet?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-10,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that deserves to be remembered properly?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-11,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that made you feel chosen?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-12,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that made you grow up a bit?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-13,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,True or false: you still replay one embarrassing memory even though nobody else remembers it that you wish you had a photo of?,Embarrassments,True or False,True | False,,TRUE,2,playful,Embarrassments,embarrassment;true-false;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-17-14,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you from before you met?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-0,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you from the early days of Jay and Kim?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-1,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that you have never fully explained?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-2,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that would make the other person understand you better?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-3,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that feels funnier now than it did then?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-4,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that still feels a bit tender?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-5,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that you would put in a private diary chapter?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-6,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"Sort these childhood memory triggers from strongest to weakest for you that involved a place, song, food, or smell?",Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-7,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that changed how you see yourself?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-8,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that you would only tell someone you really trust?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-9,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that was slightly naughty but still sweet?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-10,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that deserves to be remembered properly?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-11,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that made you feel chosen?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-12,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that made you grow up a bit?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-13,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Sort these childhood memory triggers from strongest to weakest for you that you wish you had a photo of?,Childhood,Sort Into Order,Smell | Song | Place | Photo,,TRUE,2,nostalgic,Childhood,childhood;memory-triggers;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-childhood-18-14,ranked,ranked,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly from before you met?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-0,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly from the early days of Jay and Kim?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-1,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that you have never fully explained?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-2,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that would make the other person understand you better?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-3,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that feels funnier now than it did then?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-4,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that still feels a bit tender?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-5,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that you would put in a private diary chapter?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-6,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"Which first is easiest for you to remember clearly that involved a place, song, food, or smell?",Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-7,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that changed how you see yourself?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-8,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that you would only tell someone you really trust?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-9,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that was slightly naughty but still sweet?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-10,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that deserves to be remembered properly?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-11,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that made you feel chosen?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-12,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that made you grow up a bit?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-13,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which first is easiest for you to remember clearly that you wish you had a photo of?,Firsts,Multiple Choice,First crush | First big win | First heartbreak | First adventure,,TRUE,2,playful,Firsts,firsts;memory-style;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-19-14,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
