question,category,roundType,defaultAnswerType,answerType,multipleChoiceOptions,correctAnswer,tags,intensity,tone,relationshipArea,avoidIf,gameSuitability,aiUseCase,repeatGroup,unitLabel,scoringDivisor,roundingMode,roundPenaltyValue,fixedPenalty,scoringMode,scoringOutcomeType,notes,sourceLabel,addedBy,active
"After a stressful week, your partner turns every cuddle into a negotiation for more as a private joke between the two of you before a night out",Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-5-extra-53,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner asks for a clear yes before trying a new fantasy because they think it proves they care before a night out",Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-6-extra-54,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner brags to a friend about something private between you then apologises properly when it feels off before a night out,Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-7-extra-55,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner knows your routine well enough to make your day easier but only when they think it will make you laugh before a night out",Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,2,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-0-extra-56,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner leaves small messes because they know you will tidy them without mentioning it until later before a night out,Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,2,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-1-extra-57,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating makes a drink for you exactly how you like it and checks afterwards whether it landed well before a night out,Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,2,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-2-extra-58,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner uses weaponised helplessness for basic chores in front of friends before a night out",Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,2,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-3-extra-59,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner starts doing a habit you love because it matters to you after you have already said you are tired before a night out",Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,2,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-4-extra-60,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner keeps score of every little favour as a private joke between the two of you before a night out",Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,2,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-5-extra-61,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner wants one lazy day together with no plans at all because they think it proves they care before a night out,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-0-extra-62,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating books a busy weekend without checking your energy first then apologises properly when it feels off before a night out,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-1-extra-63,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner encourages your solo hobbies without making it about them but only when they think it will make you laugh before a night out",Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-2-extra-64,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner needs constant plans to feel connected without mentioning it until later before a night out",Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-3-extra-65,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner turns bedtime into a gossip debrief and checks afterwards whether it landed well before a night out",Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-4-extra-66,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner expects your routines to merge completely in front of friends before a night out,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-5-extra-67,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating talks about the future in practical detail rather than vague promises after you have already said you are tired before a night out,Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-0-extra-68,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner avoids every future conversation with a joke as a private joke between the two of you before a night out",Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-1-extra-69,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner has a five-year plan and quietly assumes you are in it because they think it proves they care before a night out",Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-2-extra-70,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner asks what kind of life would actually make you happy then apologises properly when it feels off before a night out",Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-3-extra-71,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner changes a big plan without telling you until after but only when they think it will make you laugh before a night out,Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-4-extra-72,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating dreams out loud but does not pressure you to decide now without mentioning it until later before a night out,Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-5-extra-73,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner apologises without adding a but at the end and checks afterwards whether it landed well before a night out",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-0-extra-74,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner keeps bringing up old arguments during new ones in front of friends before a night out",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-1-extra-75,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner can laugh with you once the tension has genuinely passed after you have already said you are tired before a night out",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-2-extra-76,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner needs to win the argument more than understand you as a private joke between the two of you before a night out,Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-3-extra-77,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating suggests a reset cuddle after you have both said your piece because they think it proves they care before a night out,Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-4-extra-78,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner uses silent treatment until you chase them then apologises properly when it feels off before a night out",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-5-extra-79,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner steals your chips but offers you the best bite of theirs but only when they think it will make you laugh before a night out",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-0-extra-80,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner starts a fake rivalry over who is the better passenger princess without mentioning it until later before a night out",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-1-extra-81,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner hides the remote as a flirting tactic and checks afterwards whether it landed well before a night out,Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-2-extra-82,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating sends a thirst trap and then pretends it was accidental in front of friends before a night out,Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-3-extra-83,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner uses an inside joke to rescue a tense moment after you have already said you are tired before a night out",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-4-extra-84,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner keeps a ridiculous scoreboard for tiny household wins as a private joke between the two of you before a night out",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-5-extra-85,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner shares a fear they usually hide because they think it proves they care before a night out",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-0-extra-86,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner asks what kind of support actually helps when you spiral then apologises properly when it feels off before a night out,Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-1-extra-87,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating turns a vulnerable moment into a joke too quickly but only when they think it will make you laugh before a night out,Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-2-extra-88,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner remembers the hard anniversary without needing a reminder without mentioning it until later before a night out",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-3-extra-89,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner admits they are scared of needing you too much and checks afterwards whether it landed well before a night out",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-4-extra-90,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner listens without trying to fix everything immediately in front of friends before a night out",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-5-extra-91,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner plans a surprise date but keeps every detail secret until you arrive after you have already said you are tired after a few drinks,Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-0-extra-92,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating remembers a tiny romantic detail you mentioned once months ago as a private joke between the two of you after a few drinks,Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-1-extra-93,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner expects a big romantic gesture every time you have a disagreement because they think it proves they care after a few drinks",Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-2-extra-94,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner turns a normal errand into a little date without making a fuss then apologises properly when it feels off after a few drinks",Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-3-extra-95,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner posts a flirty photo caption about you before asking if you are comfortable with it but only when they think it will make you laugh after a few drinks",Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-4-extra-96,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner keeps a running note of date ideas you might both enjoy without mentioning it until later after a few drinks,Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-5-extra-97,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating says they need twenty minutes to cool down before a serious conversation and checks afterwards whether it landed well after a few drinks,Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-0-extra-98,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner uses sarcasm when they are embarrassed instead of saying what they feel in front of friends after a few drinks",Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-1-extra-99,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner sends a long voice note instead of trying to argue by text after you have already said you are tired after a few drinks",Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-2-extra-100,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner checks whether you want advice or comfort before responding as a private joke between the two of you after a few drinks",Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-3-extra-101,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner goes quiet and expects you to guess what is wrong because they think it proves they care after a few drinks,Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-4-extra-102,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating admits they were defensive after they have had time to think then apologises properly when it feels off after a few drinks,Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-5-extra-103,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner asks before sharing a private story about the two of you but only when they think it will make you laugh after a few drinks",Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-0-extra-104,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner expects to know your phone password because you are together without mentioning it until later after a few drinks",Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-1-extra-105,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner respects a no even when they are clearly disappointed and checks afterwards whether it landed well after a few drinks",Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-2-extra-106,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner makes a joke about your boundary in front of friends in front of friends after a few drinks,Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-3-extra-107,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating checks consent before trying something new in bed after you have already said you are tired after a few drinks,Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-4-extra-108,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
